REFFABRICANTE;TITULO;CODIGOINTERNO;EAN/UPC;CODFAMILIA;TITULOFAMILIA;CODSUBFAMILIA;TITULOSUBFAMILIA;CODFABRICANTE;NOMFABRICANTE;PRECIO;STOCK;PESO;PROXIMA_LLEGADA;CICLOVIDA;PLAZOENTREGA;CANONLPI;PRECIOSINCANON;
8288B001;Canon Cartucho CL-546XL Color;CCICTO0563;4960999974514;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;14.8800000000;57;0.2500000000;;;0.0000000000;0.0000000000;14.8800000000;
C13T664140;Epson Cartucho T6641 Negro Ecotank;CCICTO0567;8715946540979;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;6.5000000000;0;0.3000000000;22/01/2018;;0.0000000000;0.0000000000;6.5000000000;
C13T664340;Epson Cartucho T6643 Magenta Ecotank;CCICTO0568;8715946540993;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;5.3000000000;3;0.4000000000;;Ultimas unidades;0.0000000000;0.0000000000;5.3000000000;
C13T664240;Epson Cartucho T6642 Cian Ecotank;CCICTO0569;8715946540986;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;5.3000000000;5;0.3000000000;;Ultimas unidades;0.0000000000;0.0000000000;5.3000000000;
C13T664440;Epson Cartucho T6644 Amarillo Ecotank;CCICTO0570;8715946541006;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;5.3000000000;3;0.4000000000;;Ultimas unidades;0.0000000000;0.0000000000;5.3000000000;
8287B005;Canon Cartucho Multipack PG-545/CL546;CCICTO0571;8714574605517;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;22.4800000000;25;0.5000000000;24/01/2018;;0.0000000000;0.0000000000;22.4800000000;
0318C001;Canon Cartucho PGI-570PGBK XL Negro;CCICTO0573;4549292032826;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;11.1600000000;84;0.0800000000;;;0.0000000000;0.0000000000;11.1600000000;
0333C001;Canon Cartucho CLI-571MG XL Magenta;CCICTO0574;4549292032871;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;10.5400000000;80;0.0800000000;;;0.0000000000;0.0000000000;10.5400000000;
0331C001;Canon Cartucho CLI-571BK XL Negro;CCICTO0575;4549292032840;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;10.8600000000;61;0.0800000000;;;0.0000000000;0.0000000000;10.8600000000;
0332C001;Canon Cartucho CLI-571CY XL Cian;CCICTO0576;4549292032857;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;10.5700000000;86;0.0800000000;;;0.0000000000;0.0000000000;10.5700000000;
0334C001;Canon Cartucho CLI-571YL XL Amarillo;CCICTO0578;4549292032888;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;10.8400000000;35;0.0800000000;;;0.0000000000;0.0000000000;10.8400000000;
C13T79114010;Epson Cartucho T7911 Negro;CCICTO0579;8715946535944;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;14.0300000000;6;0.2500000000;;;0.0000000000;0.0000000000;14.0300000000;
C13T791240;Epson Cartucho T7912 Cian;CCICTO0580;8715946535951;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;12.9200000000;4;0.3500000000;;;0.0000000000;0.0000000000;12.9200000000;
C13T79134010;Epson Cartucho T7913 Magenta;CCICTO0581;8715946535968;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;12.9200000000;2;0.3500000000;;;0.0000000000;0.0000000000;12.9200000000;
C13T79144010;Epson Cartucho T7914 Amarillo;CCICTO0582;8715946535975;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;12.9200000000;5;0.3500000000;;;0.0000000000;0.0000000000;12.9200000000;
LC3217BK;Brother Cartucho LC3217BK Negro MFC-J5330DW 550 pg;CCICTO0583;4977766762113;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;12.2500000000;16;0.0500000000;;;0.0000000000;0.0000000000;12.2500000000;
LC3217C;Brother Cartucho LC3217C Cyan MFC-J5330DW 550 pag;CCICTO0584;4977766762120;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;9.1500000000;8;0.0500000000;;;0.0000000000;0.0000000000;9.1500000000;
LC3217M;Brother Cartucho LC3217M Magent MFC-J5330DW 550 pg;CCICTO0585;4977766762137;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;9.1700000000;6;0.0500000000;;;0.0000000000;0.0000000000;9.1700000000;
LC3217Y;Brother Cartucho LC3217Y Yellow MFC-J5330DW 550 pg;CCICTO0586;4977766762144;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;9.1500000000;4;0.0500000000;25/01/2018;;0.0000000000;0.0000000000;9.1500000000;
L0S70AE;HP 953XL Cartucho Negro L0S70AE Officejet 8710/20;CCICTO0587;725184104190;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;27.0000000000;27;0.1200000000;31/12/2019;;0.0000000000;0.0000000000;27.0000000000;
F6U17AE;HP 953XL Cartucho Magenta F6U17AE  Officejet 8710;CCICTO0588;725184104121;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;18.7500000000;24;0.1100000000;;;0.0000000000;0.0000000000;18.7500000000;
F6U18AE;HP 953XL Cartucho Amarillo F6U18AE  Officejet 8710;CCICTO0589;725184104169;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;18.9900000000;30;0.1100000000;24/01/2018;;0.0000000000;0.0000000000;18.9900000000;
F6U16AE;HP 953XL Cartucho Cyan F6U16AE Officejet 8710;CCICTO0590;725184104091;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;18.9900000000;8;0.1200000000;31/12/2019;;0.0000000000;0.0000000000;18.9900000000;
T6M15AE;HP 903XL T6M15AE cartucho negro Pro 6960;CCICTO0591;889894728999;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;21.6900000000;0;0.1400000000;31/12/2019;;0.0000000000;0.0000000000;21.6900000000;
LC3219XLBK;Brother Cartucho LC3219XLBK Negro MFC-J5330DW/5730;CCICTO0592;4977766762175;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;24.6000000000;18;0.1300000000;;;0.0000000000;0.0000000000;24.6000000000;
LC3219XLC;Brother Cartucho LC3219XLC Cyan MFC-J5330DW/5730;CCICTO0593;4977766762199;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;16.4000000000;0;0.0400000000;25/01/2018;;0.0000000000;0.0000000000;16.4000000000;
LC3219XLM;Brother Cartucho LC3219XLM Magen.MFC-J5330DW/5730;CCICTO0594;4977766762205;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;16.4000000000;8;0.0400000000;25/01/2018;;0.0000000000;0.0000000000;16.4000000000;
LC3219XLY;Brother Cartucho LC3219XLY Yellow MFC-J5330DW/5730;CCICTO0595;4977766762212;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;16.4000000000;5;0.0400000000;;;0.0000000000;0.0000000000;16.4000000000;
N9K05AE;HP 304 N9K05AE cartucho color DESKJET 3720;CCICTO0596;889894860712;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;7.4000000000;93;0.1000000000;;;0.0000000000;0.0000000000;7.4000000000;
N9K06AE;HP 304 N9K06AE cartucho Negro  DESKJET 3720;CCICTO0597;889894860750;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;7.3900000000;100;0.1000000000;;;0.0000000000;0.0000000000;7.3900000000;
T6L91AE;HP 903 Cartucho Magenta T6L91AE Officejet Pro 6960;CCICTO0598;889894728814;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;6.2500000000;21;0.0500000000;;;0.0000000000;0.0000000000;6.2500000000;
T6L87AE;HP 903 Cartucho Cyan T6L87AE Officejet Pro 6960;CCICTO0599;889894728784;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;6.2000000000;3;0.0500000000;31/12/2019;;0.0000000000;0.0000000000;6.2000000000;
T6L95AE;HP 903 Cartucho Amarillo T6L95AE Officejet Pro6960;CCICTO0600;889894728845;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;6.2000000000;2;0.0500000000;31/12/2019;;0.0000000000;0.0000000000;6.2000000000;
T6M03AE;HP 903XL T6M03AE Cartucho Cyan Officejet Pro 6960;CCICTO0602;889894728913;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;11.1500000000;42;0.1200000000;31/12/2019;;0.0000000000;0.0000000000;11.1500000000;
T6M07AE;HP 903XL T6M07AE Cartucho Magenta  Officejet  6960;CCICTO0603;889894728937;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;10.8900000000;25;0.0800000000;31/12/2019;;0.0000000000;0.0000000000;10.8900000000;
T6M11AE;HP 903XL T6M11AE Cartucho Yellow  Officejet  6960;CCICTO0604;889894728975;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;10.7600000000;18;0.0800000000;31/12/2019;;0.0000000000;0.0000000000;10.7600000000;
LC3219XLVAL;Brother pack 4 cartuchos(BK/C/M/Y) LC3219XLVAL;CCICTO0606;4977766767019;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;71.4000000000;7;0.1000000000;;;0.0000000000;0.0000000000;71.4000000000;
X4D37AE#301;HP 302 Pack Negro+ Color X4D37AE;CCICTO0610;190780475898;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;19.3500000000;94;0.1100000000;;;0.0000000000;0.0000000000;19.3500000000;
8289B001;Canon Cartucho CL-546 Color;CCICTO0611;4960999974521;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;13.3100000000;64;0.2000000000;;;0.0000000000;0.0000000000;13.3100000000;
0386C005;Canon Cartucho Multipack CLI-571C/M/Y/BK;CCICTO0612;8714574631820;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;27.5600000000;38;0.2500000000;;Ultimas unidades;0.0000000000;0.0000000000;27.5600000000;
LC22EBK;Brother Cartucho LC22EBK Negro;CCICTO0613;4977766748247;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;28.0500000000;0;0.1000000000;;Encargo;4.0000000000;0.0000000000;28.0500000000;
LC22EC;Brother Cartucho LC22EC Cyan;CCICTO0614;4977766748254;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;16.4900000000;0;0.1000000000;;Encargo;4.0000000000;0.0000000000;16.4900000000;
LC22EM;Brother Cartucho LC22EM Magenta;CCICTO0615;4977766748261;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;16.4900000000;0;0.1000000000;;Encargo;4.0000000000;0.0000000000;16.4900000000;
LC22EY;Brother Cartucho LC22EY Yellow;CCICTO0616;4977766748278;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;16.4900000000;0;0.1000000000;;Encargo;4.0000000000;0.0000000000;16.4900000000;
TN910Y;BROTHER TN910Y Tóner Yellow HLL9310CDW 9000 Pág.;CCICTO0617;4977766771870;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00570;Brother;202.7000000000;0;0.6800000000;;Encargo;4.0000000000;0.0000000000;202.7000000000;
6445B004;Canon Cartucho CLI-551M XL Magenta Blister;CCICTO0618;8714574584232;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;12.4100000000;9;0.6000000000;;;0.0000000000;0.0000000000;12.4100000000;
F6U12AE;HP 953 Cartucho Cyan F6U12AE Officejet 8710;CCICTO0631;725184103988;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;13.6000000000;12;0.0400000000;;;0.0000000000;0.0000000000;13.6000000000;
F6U13AE;HP 953 Cartucho Magenta F6U13AE Officejet 8710;CCICTO0632;725184104015;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;13.6000000000;14;0.0400000000;;;0.0000000000;0.0000000000;13.6000000000;
F6U14AE;HP 953 Cartucho Amarillo  F6U14AE Officejet 8710;CCICTO0633;725184104039;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;13.6000000000;5;0.0400000000;31/12/2019;;0.0000000000;0.0000000000;13.6000000000;
L0S58AE;HP 953 Cartucho Negro LOS58AE Officejet 8710;CCICTO0634;725184104077;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00150;HP;17.7000000000;9;0.0400000000;;;0.0000000000;0.0000000000;17.7000000000;
2052C001;Canon Cartucho CLI-581BK XL Negro;CCICTO0636;4549292086997;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;9.4900000000;5;0.0400000000;;;0.0000000000;0.0000000000;9.4900000000;
2049C001;Canon Cartucho CLI-581C XL Cian;CCICTO0637;4549292087017;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;9.4900000000;3;0.0400000000;;;0.0000000000;0.0000000000;9.4900000000;
2050C001;Canon Cartucho CLI-581M XL Magenta;CCICTO0638;4549292087024;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;9.4900000000;2;0.0400000000;;;0.0000000000;0.0000000000;9.4900000000;
2051C001;Canon Cartucho CLI-581Y XL Amarillo;CCICTO0639;4549292087031;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;9.4900000000;2;0.0400000000;;;0.0000000000;0.0000000000;9.4900000000;
2078C001;Canon Cartucho PGI-580PGBK Negro pigmentado;CCICTO0641;4549292087062;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;7.9800000000;5;0.0400000000;;;0.0000000000;0.0000000000;7.9800000000;
C13T26364010;Epson Cartucho Multipack T26XL;CCICTO0647;8715946519883;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;57.5700000000;1;0.2600000000;;;0.0000000000;0.0000000000;57.5700000000;
C13T34664020;Epson Cartucho Multipack T34;CCICTO0648;8715946632124;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;33.3800000000;17;0.4000000000;;;0.0000000000;0.0000000000;33.3800000000;
C13T35924010;Epson Cartucho T3592XL Cian;CCICTO0649;8715946632377;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;22.9400000000;8;0.8000000000;;;0.0000000000;0.0000000000;22.9400000000;
0372C004;Canon Cartucho Multipack PGI570/CLI571;CCICTO0650;8714574631660;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00660;Canon;40.0000000000;12;0.2400000000;;;0.0000000000;0.0000000000;40.0000000000;
C13T02E74020;Epson Cartucho Multipack T02E74020;CCICTO0652;8715946646442;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;41.4700000000;1;0.2500000000;;;0.0000000000;0.0000000000;41.4700000000;
C13T70214010;Epson Cartucho T7021XL Negro;CCICTO0653;8715946499277;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;29.2200000000;2;0.2500000000;;;0.0000000000;0.0000000000;29.2200000000;
C13T70224010;Epson Cartucho T7022XL Cian;CCICTO0654;8715946499284;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;27.3500000000;2;0.2500000000;;;0.0000000000;0.0000000000;27.3500000000;
C13T70234010;Epson Cartucho T7023XL Magenta;CCICTO0655;8715946499291;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;27.4900000000;2;0.2500000000;;;0.0000000000;0.0000000000;27.4900000000;
C13T70244010;Epson Cartucho T7024XL Amarillo;CCICTO0656;8715946499307;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;27.3500000000;2;0.2500000000;;;0.0000000000;0.0000000000;27.3500000000;
C13T35934010;Epson Cartucho T3593XL Magenta;CCICTO0657;8715946632391;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;22.8200000000;4;0.2000000000;;;0.0000000000;0.0000000000;22.8200000000;
C13T35914010;Epson Cartucho T3591XL Negro;CCICTO0658;8715946632353;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;37.3900000000;8;0.2000000000;;;0.0000000000;0.0000000000;37.3900000000;
C13T35944010;Epson Cartucho T3594XL Amarillo;CCICTO0659;8715946632414;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;22.9400000000;5;0.2000000000;;;0.0000000000;0.0000000000;22.9400000000;
C13T26014022;Epson Cartucho T2611 Negro;CCICTO0660;8715946625553;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;6.8900000000;3;0.2500000000;;Ultimas unidades;0.0000000000;0.0000000000;6.8900000000;
C13T33574021;Epson Cartucho MultiPack T33XL;CCICTO0661;8715946645506;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;68.6200000000;9;0.2500000000;;;0.0000000000;0.0000000000;68.6200000000;
c33s020601;Epson Cartucho C33s020601 Negro TM-C3500;CCICTO0662;4988617161689;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;19.9500000000;0;0.2500000000;;Encargo;7.0000000000;0.0000000000;19.9500000000;
c33s020602;Epson Cartucho C33s020602 Cian TM-C3500;CCICTO0663;4988617161696;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;19.9500000000;0;0.2500000000;;Encargo;7.0000000000;0.0000000000;19.9500000000;
c33s020603;Epson Cartucho C33s020603 Magenta TM-C3500;CCICTO0664;4988617161702;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;19.9500000000;0;0.2400000000;;Encargo;7.0000000000;0.0000000000;19.9500000000;
c33s020604;Epson Cartucho C33s020604 Amarillo TM-C3500;CCICTO0665;4988617161719;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;19.9500000000;0;0.2400000000;;Encargo;7.0000000000;0.0000000000;19.9500000000;
C13T37844010;Epson Cartucho T37844 Amarillo;CCICTO0666;2504011810149;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;7.4900000000;0;0.2000000000;;Proximamente;0.0000000000;0.0000000000;7.4900000000;
C13T37814010;Epson Cartucho T37814 Negro;CCICTO0667;2504011810170;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;7.4900000000;0;0.2000000000;;Proximamente;0.0000000000;0.0000000000;7.4900000000;
C13T37824010;Epson Cartucho T37824 Cian;CCICTO0668;2504011810200;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;7.4900000000;0;0.2000000000;;Proximamente;0.0000000000;0.0000000000;7.4900000000;
C13T37834010;Epson Cartucho T37834 Magenta;CCICTO0669;2504011810248;CI;Consumibles Impresión;CTO;Cartuchos tinta original;00420;Epson;7.4900000000;0;0.2000000000;;Proximamente;0.0000000000;0.0000000000;7.4900000000;
DK22205;BROTHER Papel continuo QL550;CCIPAP0001;4977766628198;CI;Consumibles Impresión;PAP;Papel;00570;Brother;10.6800000000;41;0.4100000000;;;0.0000000000;0.0000000000;10.6800000000;
DK11201;BROTHER Etiquetas Dirección 29x90mm QL550;CCIPAP0007;4977766628112;CI;Consumibles Impresión;PAP;Papel;00570;Brother;6.4000000000;20;0.7500000000;;;0.0000000000;0.0000000000;6.4000000000;
DK11204;BROTHER Etiquetas Multi-Uso QL550;CCIPAP0015;4977766628167;CI;Consumibles Impresión;PAP;Papel;00570;Brother;4.0800000000;16;0.1350000000;;;0.0000000000;0.0000000000;4.0800000000;
DK11208;BROTHER Papel Etiquetas de direcciones Grande;CCIPAP0019;4977766628129;CI;Consumibles Impresión;PAP;Papel;00570;Brother;8.0000000000;10;0.3150000000;;;0.0000000000;0.0000000000;8.0000000000;
80x80x12;Rollo Papel Térmico Tickets RT8080 Epson;CCIPAP0020;2330001026906;CI;Consumibles Impresión;PAP;Papel;00420;Epson;1.0600000000;100;0.3250000000;;;0.0000000000;0.0000000000;1.0600000000;
DK22210;BROTHER Papel continuo 29mm QL550;CCIPAP0047;4977766628181;CI;Consumibles Impresión;PAP;Papel;00570;Brother;6.3000000000;11;0.2250000000;;;0.0000000000;0.0000000000;6.3000000000;
DK11209;BROTHER Etiquetas Direcciones 62x29 Blancas;CCIPAP0048;4977766628136;CI;Consumibles Impresión;PAP;Papel;00570;Brother;8.2500000000;44;0.2000000000;;;0.0000000000;0.0000000000;8.2500000000;
DK11202;BROTHER Papel Etiquetas Térmicas para QL550;CCIPAP0051;4977766628143;CI;Consumibles Impresión;PAP;Papel;00570;Brother;11.7500000000;0;0.4250000000;;Encargo;3.0000000000;0.0000000000;11.7500000000;
808012;Rollo Papel Térmico 80X80X12 MM Pack 5 Uds;CCIPAP0064;5709750182831;CI;Consumibles Impresión;PAP;Papel;99999;Sin Marca;4.8100000000;100;1.5000000000;;;0.0000000000;0.0000000000;4.8100000000;
PSIKITPAPER1;iggual Office-Set Kit de Papelería;CCIPAP0067;8435364309506;CI;Consumibles Impresión;PAP;Papel;60001;iggual;31.0000000000;15;1.0000000000;;;0.0000000000;0.0000000000;31.0000000000;
CR672A;HP papel Photo Brillo A4 (20 hojas);CCIPAP0069;886111138876;CI;Consumibles Impresión;PAP;Papel;00150;HP;11.3500000000;10;0.3000000000;;;0.0000000000;0.0000000000;11.3500000000;
PAC411;Brother Paquete de 100 hojas de papel térmico A4;CCIPAP0073;4977766677233;CI;Consumibles Impresión;PAP;Papel;00570;Brother;6.9900000000;0;0.1000000000;;Encargo;4.0000000000;0.0000000000;6.9900000000;
DR-2200;BROTHER DR-2200 Tambor HL2130/2240-50;CCITAM0025;4977766682923;CI;Consumibles Impresión;TAM;Tambor/Fotoconductor;00570;Brother;52.9500000000;16;0.6950000000;;;0.0000000000;0.0000000000;52.9500000000;
DR3200;BROTHER DR3200 Tambor 5340D/5350DN;CCITAM0031;4977766666008;CI;Consumibles Impresión;TAM;Tambor/Fotoconductor;00570;Brother;109.9500000000;0;0.8800000000;;Encargo;2.0000000000;0.0000000000;109.9500000000;
DR2000;BROTHER DR-2000 Tambor HL2030/40/DCP70;CCITAM0051;4977766630733;CI;Consumibles Impresión;TAM;Tambor/Fotoconductor;00570;Brother;68.4700000000;0;0.7250000000;;Encargo;3.0000000000;0.0000000000;68.4700000000;
DR320CL;BROTHER TAMBOR DCP-9055CN;CCITAM0056;4977766679466;CI;Consumibles Impresión;TAM;Tambor/Fotoconductor;00570;Brother;118.0900000000;0;2.5600000000;;Encargo;3.0000000000;0.0000000000;118.0900000000;
DR3300;Brother tambor HL 5440D 5450DN 5470DW;CCITAM0061;4977766708944;CI;Consumibles Impresión;TAM;Tambor/Fotoconductor;00570;Brother;106.8000000000;1;0.9900000000;;;0.0000000000;0.0000000000;106.8000000000;
PSIDR2200;iggual Tambor Reciclado Brother DR-2200;CCITAM0063;8435364305133;CI;Consumibles Impresión;TAM;Tambor/Fotoconductor;60001;iggual;34.9800000000;0;0.0670000000;29/01/2018;;0.0000000000;0.0000000000;34.9800000000;
