"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";PRECIO;"STOCK";PESO;"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA"
"RBSEXTANTG5HPnD";"Mikrotik RBSEXTANTG5HPnD Backbon/CPE Radio 5GHz L3";"NSWPAC0146";"2610000002140";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";76,52;8;0,8300000000;"";"Ultimas unidades";"0,0000000000"
"M2";"Ubiquiti ROCKETM2 P.A. AirMAX 2.4GHz 2x RSMA 2x2";"NSWPAC0147";"810354022753";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";69,79;6;0,5000000000;"18/10/2016";"";"0,0000000000"
"RB922UAGS-5HPacT-NM";"Mikrotik RB922UAGS-5HPacT-NM AP/Backbone/CPE Radi";"NSWPAC0148";"2610000003154";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";114,58;5;0,1460000000;"";"Ultimas unidades";"0,0000000000"
"RB922UAGS-5HPacD-NM";"Mikrotik RB922UAGS-5HPacD-NM AP/Backbone/CPE Radio";"NSWPAC0149";"2610000003161";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";103,28;14;0,1460000000;"";"";"0,0000000000"
"RB921UAGS-5SHPacT-NM";"Mikrotik RB921UAGS-5SHPacT-NM AP/Backbon/CPE Radio";"NSWPAC0150";"2610000003178";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";117,49;11;0,1460000000;"";"Ultimas unidades";"0,0000000000"
"RB921UAGS-5SHPacD-NM";"Mikrotik RB921UAGS-5SHPacD-NM AP/Backbn/CPE Radio";"NSWPAC0151";"2610000003185";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";108,89;3;0,1460000000;"";"Ultimas unidades";"0,0000000000"
"RBSXTKit";"Mikrotik RBSXTKit 5x SXT-5HPnD+1xRBSXTG-5HPnD-SAr2";"NSWPAC0152";"2610000003192";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";305,43;4;0,1460000000;"28/10/2016";"";"0,0000000000"
"RB911G-5HPnD-QRT";"Mikrotik RB911G-5HPnD-QRT AP/Backbone/CPE Radio L4";"NSWPAC0155";"2610000003222";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";118,39;0;0,1460000000;"18/11/2016";"";"0,0000000000"
"RBmAP2n";"Mikrotik RBmAP2n Mini AP 2.4GHz 400MHz 64M 2Eth L4";"NSWPAC0156";"2610000003260";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";31,58;18;0,1460000000;"";"";"0,0000000000"
"RB951Ui-2HnD";"Mikrotik RB951Ui-2HnD AP 2.4GHz 5Et 600MHz 128M L4";"NSWPAC0158";"2610000003284";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";41,96;2;0,1460000000;"28/10/2016";"";"0,0000000000"
"NBE-5AC-19";"Ubiquiti NBE-5AC19 P.Acc 5GHz NanoBeam AC 19dBi";"NSWPAC0159";"810354022425";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";77,23;6;1,0000000000;"14/10/2016";"";"0,0000000000"
"PBE-M5-300";"Ubiquiti PBE-M5-300 PowerBeam AIRMAX 5GHz 300mm";"NSWPAC0160";"810354022616";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";61,71;100;2,6650000000;"14/10/2016";"";"0,0000000000"
"PBE-M5-400";"Ubiquiti PBE-M5-400 NanoBeam AIRMAX 5GHz 400mm";"NSWPAC0161";"810354022623";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";73,13;61;1,5100000000;"";"";"0,0000000000"
"DAP-1520";"D-Link DAP-1520 Repetidor Wi-Fi AC750 iOS/Android";"NSWPAC0163";"790069400698";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";28,28;6;0,3000000000;"";"";"0,0000000000"
"RBSXTG-5HPacD-HG";"Mikrotik RBSXTG-5HPacD-HG AP 802.11ac 5GHz 17dBi";"NSWPAC0165";"2526061504458";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";82,43;25;0,5000000000;"";"";"0,0000000000"
"EAP120";"TP-LINK EAP120 P.A. Techo 300N Gigabit PoE 2x4dBi";"NSWPAC0167";"6935364071837";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";92,23;8;0,8200000000;"";"Ultimas unidades";"0,0000000000"
"OWLR325W";"Omega OWLR325W Repetidor WiFi 300N 2x2dBi Blanco";"NSWPAC0168";"5907595423007";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04162";"Omega";12,65;25;0,3000000000;"";"";"0,0000000000"
"RM5-Ti";"Ubiquiti ROCKETM5-TI 5GHz MIMO, AirMax, Titanium";"NSWPAC0169";"810354022746";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";186,25;3;0,3500000000;"";"";"0,0000000000"
"EX2700-100PES";"Netgear EX2700-100PES Extensor WiFi N300 1xRJ45";"NSWPAC0170";"606449104905";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"01430";"Netgear";19,42;44;0,2000000000;"";"";"0,0000000000"
"RBwAP2nD";"Mikrotik RBwAP2nD P.Acceso WLAN  RouterOS PoE L4";"NSWPAC0171";"2515101505517";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";30,85;39;0,4000000000;"";"";"0,0000000000"
"DAP-3320";"D-Link DAP-3320 P.Acc. WiFi-N 2.4GHz exterior PoE";"NSWPAC0172";"790069418259";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";67,04;15;0,6400000000;"";"";"0,0000000000"
"EW-7438AC";"Edimax EW-7438AC Extensor WiFi Dual Band AC750";"NSWPAC0173";"4717964700766";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00410";"Edimax";28,56;45;0,3000000000;"";"";"0,0000000000"
"RE450";"TP-LINK RE450 Extensor WiFi Dual AC1750 LAN Gbit";"NSWPAC0174";"6935364092382";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00155";"TP-LINK";55,56;27;0,3000000000;"";"";"0,0000000000"
"RBwAP2nD-BE";"Mikrotik RBwAP2nD-BE P.Acceso 802.11n 2dBi 1xLAN";"NSWPAC0175";"2516121501350";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";30,74;26;0,5000000000;"";"";"0,0000000000"
"RB951Ui-2nD";"Mikrotik RB951Ui-2nD AP hAP 802.11b/g/n 2x2 5xLAN";"NSWPAC0176";"2515121505153";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";30,74;0;0,4000000000;"02/12/2016";"";"0,0000000000"
"APPRP01V4";"approx APPRP01V4 Repetidor WiFi 300N 3en1 1xRJ45";"NSWPAC0181";"8435099518723";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"01360";"approx!";15,51;100;0,2200000000;"";"";"0,0000000000"
"UAP-AC-PRO";"Ubiquiti UAP-AC-PRO P.Acc UniFi WiFi AC 2xRJ45 PoE";"NSWPAC0183";"810354023514";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";116,59;61;0,5000000000;"";"";"0,0000000000"
"UAP-AC-LITE";"Ubiquiti UAP-AC-LITE UniFi AP, AC LITE";"NSWPAC0186";"810354023521";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";69,65;11;0,3000000000;"14/10/2016";"";"0,0000000000"
"90IG01A0-BM9000";"ASUS EA-AC87 Punto Acceso Repetidor AC1800";"NSWPAC0187";"4716659754961";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00190";"Asus";92,99;0;0,4370000000;"31/12/2017";"";"0,0000000000"
"90-IG27002M00-3PA0-";"ASUS EA-N66 Punto Acceso N900 1P";"NSWPAC0188";"4716659024330";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00190";"Asus";49,98;9;0,1100000000;"";"";"0,0000000000"
"90IG01P0-BO3R00";"ASUS RP-AC56 Punto Acceso Repetidor AC1200";"NSWPAC0189";"4712900048506";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00190";"Asus";64,71;19;0,2200000000;"";"";"0,0000000000"
"90IG00T0-BM0N00";"ASUS RP-AC52 Punto Acceso Repetidor AC750";"NSWPAC0190";"4716659562382";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00190";"Asus";32,69;6;0,0750000000;"";"";"0,0000000000"
"90IG00Q0-BM0N00";"ASUS RP-N14 Punto Acceso Repetidor N300";"NSWPAC0192";"4716659557425";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00190";"Asus";27,23;8;0,0750000000;"31/12/2017";"";"0,0000000000"
"90IG01X0-BO2100";"ASUS RP-N12 Punto Acceso Repetidor N300";"NSWPAC0193";"4716659987468";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00190";"Asus";16,33;23;0,1100000000;"17/10/2016";"";"0,0000000000"
"RBSXT5HPnDr2";"Mikrotik RBSXT5HPnDr2 Backbone/CPE Radio 5GHz 1xEt";"NSWPAC0195";"2503021613573";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";63,19;18;0,2650000000;"";"Ultimas unidades";"0,0000000000"
"UAP-AC-LR";"Ubiquiti UAP-AC-LR UniFi AP AC Long Range 3x3 MIMO";"NSWPAC0197";"810354023507";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";85,70;100;0,2400000000;"";"";"0,0000000000"
"WRE2206-EU0101F";"ZyXEL WRE2206 Repetidor Universal N300";"NSWPAC0198";"4718937584475";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04247";"ZyXEL";18,30;7;0,0140000000;"";"";"0,0000000000"
"WRE6505-EU0101F";"ZyXEL WRE6505 Repetidor Dual Band AC750";"NSWPAC0199";"4718937580439";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04247";"ZyXEL";34,92;15;0,0100000000;"";"";"0,0000000000"
"NWA1100-NH-EU0101F";"ZyXEL NWA1100-NH Punto de acceso 802.11bgn PoE";"NSWPAC0200";"4718937581719";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04247";"ZyXEL";86,32;2;0,0630000000;"";"";"0,0000000000"
"NWA1123-AC-EU0101F";"ZyXEL NWA1123-AC Punto de acceso 802.11abgnac";"NSWPAC0202";"4718937578221";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04247";"ZyXEL";85,27;20;0,0610000000;"";"";"0,0000000000"
"NWA5121-NI-EU0102F";"ZyXEL NWA5121-NI Punto de acceso 802.11bgn";"NSWPAC0203";"4718937581405";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04247";"ZyXEL";119,06;3;0,0610000000;"";"";"0,0000000000"
"NWA5123-AC-EU0101F";"ZyXEL NWA5123-NI Punto de acceso 802.11ac";"NSWPAC0204";"4718937589722";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04247";"ZyXEL";172,57;3;0,0610000000;"";"";"0,0000000000"
"NXC2500-EU0101F";"ZyXEL NXC2500 Controlador P.Acc. 6x RJ45, 2xUSB";"NSWPAC0205";"4718937572977";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04247";"ZyXEL";318,33;1;2,4900000000;"";"";"0,0000000000"
"DAP-1330";"D-Link DAP-1330 P.Acc. WiFi 300N 2 Antenas 1xRJ45";"NSWPAC0206";"790069419836";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";19,90;21;0,3500000000;"";"";"0,0000000000"
"UAP-AC-LR-5";"Ubiquiti UAP-AC-LR-5 AC Long Range, 5-Pack";"NSWPAC0208";"810354024078";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";395,67;9;0,3150000000;"";"";"0,0000000000"
"DAP-1620";"D-Link DAP-1620 Repetidor WiFi AC1200 1pGbit 2xAn";"NSWPAC0209";"790069419379";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";37,70;0;0,3700000000;"14/10/2016";"";"0,0000000000"
"LBE-M5-23";"Ubiquiti LiteBeam M5 LBE-M5-23 5GHz 23dBi";"NSWPAC0210";"810354022326";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";38,79;35;0,7500000000;"14/10/2016";"";"0,0000000000"
"9801A0T5";"H3C EWP-WA4320-ACN-PI-FIT AP 802.11 a/c/n";"NSWPAC0212";"2529031613563";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60181";"H3C";284,95;37;0,9000000000;"";"";"0,0000000000"
"DAP-2230";"D-Link DAP-2230 P.Acc. N300 PoE 1xRJ45";"NSWPAC0216";"790069419867";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";45,91;37;0,3600000000;"";"";"0,0000000000"
"EM4596";"EMINENT EM4596 Repetidor AC 1200 Dual Band";"NSWPAC0217";"8716065331882";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60062";"Eminent";34,72;12;0,3000000000;"";"";"0,0000000000"
"RBLHG-5nD";"Mikrotik RBLHG-5nD Dual Chan 802.11an 24.5dBi 5Ghz";"NSWPAC0221";"2522041615077";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";43,89;0;2,0000000000;"11/01/2017";"";"0,0000000000"
"RBSXT5HacD2n";"Mikrotik RBSXT5HacD2n SXT Lite5 AC 5GHz";"NSWPAC0222";"2524041600466";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";43,64;40;0,5000000000;"28/10/2016";"";"0,0000000000"
"RB952Ui-5ac2nD";"Mikrotik RB952Ui-5ac2nD Dual Chain 2.4GHz 5GHz";"NSWPAC0223";"2524041600510";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";34,70;14;0,5000000000;"28/10/2016";"";"0,0000000000"
"MTAS-5G-19D120";"Mikrotik MTAS-5G-19D120 AP/SFP/CPE Radio";"NSWPAC0224";"2524041600572";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";68,67;4;0,5000000000;"";"Ultimas unidades";"0,0000000000"
"90IG01U0-BO3010";"ASUS RP-AC68U Punto Acceso Repetidor AC1200";"NSWPAC0225";"4712900123982";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00190";"Asus";107,00;8;0,8700000000;"";"";"0,0000000000"
"90IG0250-BO3R00";"ASUS RP-AC66 Punto Acceso Repetidor AC1750";"NSWPAC0226";"4712900084412";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00190";"Asus";69,05;0;0,2340000000;"17/10/2016";"";"0,0000000000"
"AIRGATEWAY-LR";"Ubiquiti AirGateway AIRGATEWAY-LR 2.4GHz PoE";"NSWPAC0227";"810354020582";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";23,62;1;0,0450000000;"14/10/2016";"";"0,0000000000"
"PBE-M5-400-ISO";"Ubiquiti PBE-M5-400-ISO PowerBeam Airmax 5GHz";"NSWPAC0228";"810354023811";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04205";"UBIQUITI";85,53;12;2,0000000000;"";"";"0,0000000000"
"RBSXT-5nDr2";"Mikrotik RBSXT-5nDr2 SXT Lite5 5GHz";"NSWPAC0229";"2508061614450";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";40,99;0;0,5000000000;"28/10/2016";"";"0,0000000000"
"DAP-1665";"D-Link DAP-1665 Punto Acceso AC1200 Dual Band";"NSWPAC0230";"790069406539";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";69,91;5;0,6500000000;"";"";"0,0000000000"
"DAP-3662";"D-Link DAP-3662 Punto Acceso AC1200 Dual Band";"NSWPAC0231";"790069412578";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";289,91;0;2,1900000000;"14/10/2016";"";"0,0000000000"
"DAP-1365";"D-Link DAP-1365 Punto Acceso Repetidor N300";"NSWPAC0232";"790069419843";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";28,14;16;0,4100000000;"";"";"0,0000000000"
"DWL-8610AP";"D-Link DWL-8610AP Punto Acceso AC1750 Dual Band";"NSWPAC0233";"790069397639";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";395,84;2;1,7000000000;"";"";"0,0000000000"
"RB962UiGS-5HacT2HnT";"Mikrotik RB962UiGS-5HacT2HnT hAP AC 802.11b/g/n";"NSWPAC0236";"2505071616511";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";89,86;7;0,6800000000;"28/10/2016";"";"0,0000000000"
"APPRP03";"approx APPRP03 Repetidor WiFi 750Mbps 3en1";"NSWPAC0239";"8435099521075";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"01360";"approx!";21,33;100;0,1000000000;"";"";"0,0000000000"
"WAP1750";"Edimax PRO Punto Acceso WAP1750 Dual-Band PoE";"NSWPAC0241";"4710700929889";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60199";"Edimax Pro";159,50;7;1,4400000000;"19/10/2016";"Novedad";"0,0000000000"
"WAP1200";"Edimax PRO Punto Acceso WAP1200 Dual-Band PoE";"NSWPAC0242";"4717964700520";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60199";"Edimax Pro";132,00;23;1,3400000000;"";"Novedad";"0,0000000000"
"CAP1750";"Edimax PRO Punto Acceso CAP1750 Dual-Band PoE";"NSWPAC0243";"4717964701015";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60199";"Edimax Pro";148,50;9;1,1200000000;"";"Novedad";"0,0000000000"
"CAP1200";"Edimax PRO Punto Acceso CAP1200 Dual-Band PoE";"NSWPAC0244";"4717964700537";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60199";"Edimax Pro";93,50;13;0,7200000000;"19/10/2016";"Novedad";"0,0000000000"
"CAP300";"Edimax PRO Punto Acceso CAP300 N300 PoE";"NSWPAC0245";"4717964700568";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60199";"Edimax Pro";55,00;11;0,7200000000;"";"Novedad";"0,0000000000"
"OAP1750";"Edimax PRO Punto Acceso OAP1750 Dual-Band PoE";"NSWPAC0246";"4717964701022";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60199";"Edimax Pro";463,32;4;4,4400000000;"";"Novedad";"0,0000000000"
"OAP900";"Edimax PRO Punto Acceso OAP900 N900 PoE";"NSWPAC0247";"4717964701237";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60199";"Edimax Pro";104,50;10;2,0000000000;"";"Novedad";"0,0000000000"
"DWL-6610AP";"D-Link DWL-6610AP Punto Acceso AC1200 Dual Band Po";"NSWPAC0248";"0790069416835";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"04195";"D-Link";169,91;0;1,0120000000;"21/10/2016";"Proximamente";"0,0000000000"
"EM4595";"EMINENT EM4595 Repetidor WiFi Universal 300N WPS";"NSWPAC0250";"8716065332711";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60062";"Eminent";15,82;8;0,3650000000;"";"Novedad";"0,0000000000"
"RE11";"Edimax RE11 Extensor Repetidor WiFi AC1200 KIT";"NSWPAC0251";"4717964701398";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"00410";"Edimax";84,45;0;0,0550000000;"27/10/2016";"Proximamente";"0,0000000000"
"RBLHG-5nD-54";"Mikrotik RBLHG-5nD-54 Dual Chan 802.11an Pack 54Ud";"NSWPAC0252";"2513101615229";"SW";"Switches y Puntos acceso";"PAC";"Puntos de acceso";"60148";"Mikrotik";2170,23;0;108,0000000000;"";"Proximamente";"0,0000000000"
"JGS516-200EUS";"Netgear JGS516 Switch 16 puertos Gigabit 19""";"NSWSAR0005";"606449064254";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"01430";"Netgear";96,32;7;2,6200000000;"";"";"0,0000000000"
"GS116GE";"Netgear GS116GE Switch 16 p. Gigabit sobremesa";"NSWSAR0006";"606449035001";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"01430";"Netgear";87,55;17;1,1500000000;"";"";"0,0000000000"
"TL-SG1024D";"TP-LINK TL-SG1024D Switch 24p. Gbit Sobremesa/Rack";"NSWSAR0022";"6935364020620";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00155";"TP-LINK";77,78;39;2,4750000000;"";"";"0,0000000000"
"TL-SG3424";"TP-LINK TL-SG3424 Switch L2 24p GB + 4 Combo SFP";"NSWSAR0023";"6935364092498";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00155";"TP-LINK";168,89;0;4,2550000000;"14/10/2016";"";"0,0000000000"
"TL-SG1016";"TP-LINK TL-SG1016 Switch 16p GB Rack 19"" metal";"NSWSAR0024";"6935364020095";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00155";"TP-LINK";72,23;6;2,7050000000;"19/10/2016";"";"0,0000000000"
"TL-SG1016D";"TP-LINK TL-SG1016D Switch 16p GB Sobremesa/Rack";"NSWSAR0025";"6935364020613";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00155";"TP-LINK";60,00;39;2,3050000000;"";"";"0,0000000000"
"TL-SG3210";"TP-LINK SG3210 Switch L2 10p. 8x Gigabit +2 GB SFP";"NSWSAR0026";"6935364021634";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00155";"TP-LINK";94,45;1;2,5800000000;"19/10/2016";"";"0,0000000000"
"TL-SG3216";"TP-LINK TL-SG3216 Switch L2 16p GB + 2 Combo SFP";"NSWSAR0029";"6935364022129";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00155";"TP-LINK";127,23;7;3,0750000000;"19/10/2016";"";"0,0000000000"
"TL-SG1024";"TP-LINK TL-SG1024 Switch 24p GB Rack 19"" 1U metal";"NSWSAR0030";"6935364020101";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00155";"TP-LINK";88,89;79;2,9150000000;"";"";"0,0000000000"
"FS728TP-100EUS";"Netgear FS728TP Switch 24p 10/100 (PoE) + 4p Giga";"NSWSAR0034";"606449050257";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"01430";"Netgear";227,78;2;4,9750000000;"";"";"0,0000000000"
"TL-SF1016";"TP-LINK TL-SF1016 Switch 16p 10/100M 1U 19"" rack";"NSWSAR0037";"6935364021511";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00155";"TP-LINK";31,12;17;2,4100000000;"";"";"0,0000000000"
"TL-SF1024";"TP-LINK TL-SF1024 Switch 24p 10/100M 1U 19"" rack";"NSWSAR0038";"6935364021474";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00155";"TP-LINK";38,89;7;2,5800000000;"19/10/2016";"";"0,0000000000"
"ES-1024";"Edimax ES-1024 Switch 24p 10/100Mbps armario 19""";"NSWSAR0045";"4710700928844";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00410";"Edimax";39,20;5;2,3650000000;"";"";"0,0000000000"
"DGS-1210-28";"D-Link DGS-1210-28 Switch 24p GB + 4x GB SFP";"NSWSAR0050";"790069372971";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"04195";"D-Link";143,96;7;4,0600000000;"";"";"0,0000000000"
"DGS-1210-48";"D-Link DGS-1210-48 Switch Smart 48x GB + 4x SFP";"NSWSAR0054";"790069332388";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"04195";"D-Link";279,91;3;3,7600000000;"";"";"0,0000000000"
"TS-8-PRO";"Ubiquiti ToughSwitch PRO Switch 8xGB PoE 24v";"NSWSAR0055";"810354022913";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"04205";"UBIQUITI";148,75;1;1,8400000000;"14/10/2016";"";"0,0000000000"
"TS-5-POE";"Ubiquiti ToughSwitch Switch 5xGB PoE 24v";"NSWSAR0056";"810354022876";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"04205";"UBIQUITI";72,82;0;0,7700000000;"14/10/2016";"";"0,0000000000"
"DGS-1210-16";"D-Link DGS-1210-16 Switch 16p GB +Combo 4xGB SFP";"NSWSAR0058";"790069332227";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"04195";"D-Link";127,95;5;2,6450000000;"";"";"0,0000000000"
"GS-1016";"Edimax GS-1016 Switch 16p Gigabit Rack 19""";"NSWSAR0063";"4710700928547";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00410";"Edimax";62,13;6;2,4250000000;"";"";"0,0000000000"
"DGS-1210-24P";"D-Link DGS-1210-24P Switch 24xGigabit + 4SFP PoE";"NSWSAR0065";"790069391965";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"04195";"D-Link";296,85;3;3,7350000000;"";"";"0,0000000000"
"JFS516-200EUS";"Netgear JFS516-200EUS Switch ProsaFe 16p 10/100Mb";"NSWSAR0066";"606449096408";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"01430";"Netgear";50,10;3;1,8700000000;"";"";"0,0000000000"
"TL-SG2424";"TP-LINK TL-SG2424 Switch Smart 24p GBit 4xComb SFP";"NSWSAR0067";"6935364091972";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"00155";"TP-LINK";122,23;0;3,0000000000;"19/10/2016";"";"0,0000000000"
"DGS-1210-28P";"D-Link DGS-1210-28P Switch 24p GBit PoE + 2xSFP";"NSWSAR0068";"790069373053";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"04195";"D-Link";329,91;5;3,8300000000;"";"";"0,0000000000"
"TS-16-CARRIER";"Ubiquiti ToughSwitch TS-16 CARRIER 16xGB PoE 24v";"NSWSAR0071";"810354022852";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"04205";"UBIQUITI";327,82;5;5,0000000000;"";"";"0,0000000000"
"DGS-1210-08P";"D-Link DGS-1210-08P Switch 8p GBit PoE 64W +2xSFP";"NSWSAR0072";"790069391958";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"04195";"D-Link";119,91;1;2,9500000000;"";"";"0,0000000000"
"GS748T-500EUS";"Netgear GS748T-500EUS v5 Switch L2 48p GB 4xSFP";"NSWSAR0073";"606449098242";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"01430";"Netgear";325,60;10;5,0000000000;"";"";"0,0000000000"
"GS724T-400EUS";"Netgear GS724T-400EUS Switch 24p Gigabit L2";"NSWSAR0078";"606449098310";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"01430";"Netgear";135,66;11;2,6800000000;"";"";"0,0000000000"
"GS716T-300EUS";"Netgear GS716T-300EUS Switch ProSafe 16p GB +2xSFP";"NSWSAR0085";"606449098273";"SW";"Switches y Puntos acceso";"SAR";"Switches armario";"01430";"Netgear";114,50;6;3,6750000000;"";"";"0,0000000000"
